location_name,location_id,province,province_id,municipality,municipality_id,location_type,page,area
Sint-Margriete - Polders zuid - Haantjesgat-zuid (3460C),29948,Oost-Vlaanderen,16.0,Sint-Laureins,24211.0,Gebied,445,"40,09 ha"
Sint-Margriete - Polders zuid - Roeselarekreek (3460E),29950,Oost-Vlaanderen,16.0,Sint-Laureins,24211.0,Gebied,445,"17,72 ha"
Sint-Margriete - Polders zuid - Roeselarepolder (3460D),29951,Oost-Vlaanderen,16.0,Sint-Laureins,24211.0,Gebied,445,"76,94 ha"
Sint-Margriete - Polders zuid (3460),29946,Oost-Vlaanderen,16.0,Sint-Laureins,24211.0,Gebied,445,"2,69 km2"
Sint-Margriete - West - Haantjesgat-noord (3480B),29944,Oost-Vlaanderen,16.0,Sint-Laureins,24211.0,Gebied,445,"62,91 ha"
Sint-Margriete - West - Kleine boompolder (3480A),29945,Oost-Vlaanderen,16.0,Sint-Laureins,24211.0,Gebied,445,"42,77 ha"
Sint-Margriete - West - Sint-Kruispolder (3480C),29943,Oost-Vlaanderen,16.0,Sint-Laureins,24211.0,Gebied,445,"98,19 ha"
Sint-Margriete - West - Sint-Margrietepolder (3480D),29942,Oost-Vlaanderen,16.0,Sint-Laureins,24211.0,Gebied,445,"34,19 ha"
Sint-Margriete - West (3480),29941,Oost-Vlaanderen,16.0,Sint-Laureins,24211.0,Gebied,445,"2,38 km2"
Sint-Margriete (Dg),24212,Oost-Vlaanderen,16.0,Sint-Laureins,24211.0,Deelgemeente,445,"10,49 km2"
Sint-Margriete-Houtem - Muizenbemd,31127,Vlaams-Brabant,20.0,Tienen,23414.0,Gebied,445,"16,84 ha"
Sint-Margriete-Houtem (Dg),27760,Vlaams-Brabant,20.0,Tienen,23414.0,Deelgemeente,445,"4,5 km2"
Sint-Margriete-Houtem (Tienen) - Kerkhof,604540,Vlaams-Brabant,20.0,Tienen,23414.0,Gebied,445,2.503 m2
Sint-Margriete-Houtem (Tienen) - Militaire begraafplaats,604521,Vlaams-Brabant,20.0,Tienen,23414.0,Gebied,445,"1,02 ha"
Sint-Maria-Horebeke (Dg),27508,Oost-Vlaanderen,16.0,Horebeke,24175.0,Deelgemeente,445,"7,75 km2"
Sint-Maria-Latem (Dg),27488,Oost-Vlaanderen,16.0,Zwalm,24171.0,Deelgemeente,445,"2,21 km2"
Sint-Maria-Lierde (Dg),27519,Oost-Vlaanderen,16.0,Lierde,24166.0,Deelgemeente,445,"9,05 km2"
Sint-Maria-Oudenhove - Dorp,109667,Oost-Vlaanderen,16.0,Zottegem,24170.0,Gebied,445,"1,35 km2"
Sint-Maria-Oudenhove - Elverenberg,191600,Oost-Vlaanderen,16.0,Zottegem,24170.0,Gebied,445,"2,23 ha"
Sint-Maria-Oudenhove - Marebeekvallei,109666,Oost-Vlaanderen,16.0,Zottegem,24170.0,Gebied,445,"1,19 km2"
Sint-Maria-Oudenhove - Vossenhol,84529,Oost-Vlaanderen,16.0,Zottegem,24170.0,Gebied,445,"74,78 ha"
Sint-Maria-Oudenhove (Dg),27516,Oost-Vlaanderen,16.0,Zottegem,24170.0,Deelgemeente,445,"5,21 km2"
Sint-Maria-Oudenhove/Sint-Maria-Lierde - Spende,109670,Oost-Vlaanderen,16.0,Lierde,24166.0,Gebied,445,"58,69 ha"
Sint-Martens-Bodegem - Kerkhof,604924,Vlaams-Brabant,20.0,Dilbeek,23239.0,Gebied,446,4.189 m2
Sint-Martens-Bodegem - spoorwegberm O,191716,Vlaams-Brabant,20.0,Dilbeek,23239.0,Gebied,446,5.266 m2
Sint-Martens-Bodegem - spoorwegberm W,191779,Vlaams-Brabant,20.0,Dilbeek,23239.0,Gebied,446,4.959 m2
Sint-Martens-Bodegem (Dg),27748,Vlaams-Brabant,20.0,Dilbeek,23239.0,Deelgemeente,446,"5,67 km2"
Sint-Martens-Latem,24188,Oost-Vlaanderen,16.0,Sint-Martens-Latem,24188.0,Gemeente,446,"14,45 km2"
Sint-Martens-Latem - De Latemse Meersen,24459,Oost-Vlaanderen,16.0,Sint-Martens-Latem,24188.0,Gebied,446,"1,29 km2"
Sint-Martens-Latem - Hooglatembeek,71874,Oost-Vlaanderen,16.0,Sint-Martens-Latem,24188.0,Gebied,446,"2,0 ha"
Sint-Martens-Latem - Nazarethbeek,71875,Oost-Vlaanderen,16.0,Sint-Martens-Latem,24188.0,Gebied,446,"2,25 ha"
Sint-Martens-Latem - Westerplas,32464,Oost-Vlaanderen,16.0,Sint-Martens-Latem,24188.0,Gebied,446,"7,64 ha"
Sint-Martens-Leerne (Dg),27416,Oost-Vlaanderen,16.0,Deinze,24185.0,Deelgemeente,446,"3,85 km2"
Sint-Martens-Lennik - Begraafplaats,604915,Vlaams-Brabant,20.0,Lennik,23249.0,Gebied,446,6.497 m2
Sint-Martens-Lennik (Dg),27765,Vlaams-Brabant,20.0,Lennik,23249.0,Deelgemeente,446,"11,53 km2"
Sint-Martens-Lierde (Dg),24168,Oost-Vlaanderen,16.0,Lierde,24166.0,Deelgemeente,446,"6,88 km2"
Sint-Martens-Voeren (Dg),27673,Limburg,14.0,Voeren,23474.0,Deelgemeente,446,"12,86 km2"
Sint-Michiels - Centrum - Put van Steenbrugge (PSB),31449,West-Vlaanderen,15.0,Sint-Andries (Dg),24007.0,Gebied,446,"4,21 ha"
Sint-Michiels - Centrum - Vijverhof (VIJV),28527,West-Vlaanderen,15.0,Sint-Andries (Dg),24007.0,Gebied,446,"5,8 ha"
Sint-Michiels - Centrum (CSM),31448,West-Vlaanderen,15.0,Sint-Andries (Dg),24007.0,Gebied,446,"6,59 km2"
Sint-Michiels - Centrum (CSM) - KateLedeke,599075,West-Vlaanderen,15.0,Brugge,24005.0,Gebied,446,"4,03 ha"
Sint-Michiels - Chartreusen (CHSM),31446,West-Vlaanderen,15.0,Brugge,24005.0,Gebied,446,"2,17 km2"
Sint-Michiels - Tillegembos (Provinciedomein),190455,West-Vlaanderen,15.0,Brugge,24005.0,Gebied,446,"1,4 km2"
Sint-Michiels (Dg),27239,West-Vlaanderen,15.0,Sint-Andries (Dg),24007.0,Deelgemeente,446,"11,37 km2"
Sint-Niklaas,24120,Oost-Vlaanderen,16.0,—,,Gemeente,446,"84,22 km2"
Sint-Niklaas - Bosmanshoeckbos (Prov. Dom. Oost-Vlaanderen),615693,Oost-Vlaanderen,16.0,Sint-Niklaas,24120.0,Gebied,446,"21,13 ha"
Sint-Niklaas - Bossen rond De Ster,28792,Oost-Vlaanderen,16.0,Sint-Niklaas,24120.0,Gebied,446,"2,72 km2"
Sint-Niklaas - Bossen ten oosten van Patotterij,30737,Oost-Vlaanderen,16.0,Sint-Niklaas,24120.0,Gebied,446,"1,33 km2"
Sint-Niklaas - Bufferbekken Klapperbeek,240899,Oost-Vlaanderen,16.0,Sint-Niklaas,24120.0,Gebied,447,"11,58 ha"
Sint-Niklaas - Centrum en omgeving,30751,Oost-Vlaanderen,16.0,Sint-Niklaas,24120.0,Gebied,447,"6,58 km2"
Sint-Niklaas - Clementwijk,30739,Oost-Vlaanderen,16.0,Sint-Niklaas,24120.0,Gebied,447,"5,16 km2"
Sint-Niklaas - De Ster (Prov. Dom. Oost-Vlaanderen),615692,Oost-Vlaanderen,16.0,Sint-Niklaas,24120.0,Gebied,447,"69,8 ha"
Sint-Niklaas - De Ster (Prov. Domein Oost-Vlaanderen),30743,Oost-Vlaanderen,16.0,Sint-Niklaas,24120.0,Gebied,447,"93,25 ha"
Sint-Niklaas - Heimolen,30749,Oost-Vlaanderen,16.0,Sint-Niklaas,24120.0,Gebied,447,"42,74 ha"
Sint-Niklaas - Moortelhoek,30752,Oost-Vlaanderen,16.0,Sint-Niklaas,24120.0,Gebied,447,"4,1 km2"
Sint-Niklaas - Paradijs,30738,Oost-Vlaanderen,16.0,Sint-Niklaas,24120.0,Gebied,447,"4,61 km2"
Sint-Niklaas - Raap,30740,Oost-Vlaanderen,16.0,Sint-Niklaas,24120.0,Gebied,447,"5,04 km2"
Sint-Niklaas - Romain De Vidtspark,262787,Oost-Vlaanderen,16.0,Sint-Niklaas,24120.0,Gebied,447,"7,01 ha"
Sint-Niklaas - Scheerders van Kerkhoven,30750,Oost-Vlaanderen,16.0,Sint-Niklaas,24120.0,Gebied,447,"73,91 ha"
Sint-Niklaas - Stadsbos Puitvoet,191502,Oost-Vlaanderen,16.0,Sint-Niklaas,24120.0,Gebied,447,"59,89 ha"
Sint-Niklaas - Tereken Kerkhof,262788,Oost-Vlaanderen,16.0,Sint-Niklaas,24120.0,Gebied,447,"9,23 ha"
Sint-Niklaas - Zuid,28435,Oost-Vlaanderen,16.0,Sint-Niklaas,24120.0,Gebied,447,"9,99 km2"
Sint-Pauwels (Dg),27375,Oost-Vlaanderen,16.0,Sint-Gillis-Waas,24128.0,Deelgemeente,447,"11,66 km2"
Sint-Pieters - Centrum (CSP),31301,West-Vlaanderen,15.0,Brugge,24005.0,Gebied,447,"2,1 km2"
Sint-Pieters - Kasteel Ter Poele (KATP),31300,West-Vlaanderen,15.0,Brugge,24005.0,Gebied,447,"15,34 ha"
Sint-Pieters - Put (PSP),28865,West-Vlaanderen,15.0,Brugge,24005.0,Gebied,447,"34,94 ha"
Sint-Pieters - Weiden (WSP),31304,West-Vlaanderen,15.0,Brugge,24005.0,Gebied,447,"1,59 km2"
Sint-Pieters-Kapelle (Dg),23221,Vlaams-Brabant,20.0,Herne,23220.0,Deelgemeente,447,"11,72 km2"
Sint-Pieters-Kapelle (Herne) (Dg),27806,Vlaams-Brabant,20.0,Sint-Pieters-Kapelle (Dg),23221.0,Deelgemeente,447,"11,65 km2"
Sint-Pieters-Kapelle (Middelkerke) (Dg),27255,West-Vlaanderen,15.0,Mannekensvere (Dg),24023.0,Deelgemeente,447,"5,01 km2"
Sint-Pieters-Leeuw,23225,Vlaams-Brabant,20.0,—,,Gemeente,447,"40,63 km2"
Sint-Pieters-Leeuw - Baesberg,137815,Vlaams-Brabant,20.0,Sint-Pieters-Leeuw,23225.0,Gebied,447,"2,6 ha"
Sint-Pieters-Leeuw - Begraafplaats Zuun,604899,Vlaams-Brabant,20.0,Sint-Pieters-Leeuw,23225.0,Gebied,447,"3,56 ha"
Sint-Pieters-Leeuw - Gaspeldoren,31171,Vlaams-Brabant,20.0,Sint-Pieters-Leeuw,23225.0,Gebied,448,"53,24 ha"
Sint-Pieters-Leeuw - Kerkhof,604953,Vlaams-Brabant,20.0,Sint-Pieters-Leeuw,23225.0,Gebied,448,7.108 m2
Sint-Pieters-Leeuw - Middenloop Zuunbeek,28500,Vlaams-Brabant,20.0,Halle,23217.0,Gebied,448,"39,28 ha"
Sint-Pieters-Leeuw - Oude Zuun en Klein Wachtbekken,31172,Vlaams-Brabant,20.0,Sint-Pieters-Leeuw,23225.0,Gebied,448,"28,0 ha"
Sint-Pieters-Leeuw - Zuunvallei en Volsembroek,31170,Vlaams-Brabant,20.0,Sint-Pieters-Leeuw,23225.0,Gebied,448,"62,28 ha"
Sint-Pieters-Rode - Begraafplaats,604579,Vlaams-Brabant,20.0,Holsbeek,23406.0,Gebied,448,"1,51 ha"
Sint-Pieters-Rode - Kerkhof,604580,Vlaams-Brabant,20.0,Holsbeek,23406.0,Gebied,448,5.154 m2
Sint-Pieters-Rode - Kerkhof,191656,Vlaams-Brabant,20.0,Holsbeek,23406.0,Gebied,448,2.398 m2
Sint-Pieters-Rode (Dg),27722,Vlaams-Brabant,20.0,Holsbeek,23406.0,Deelgemeente,448,"6,87 km2"
Sint-Pieters-Voeren,23476,Limburg,14.0,Sint-Pieters-Voeren,23476.0,Deelgemeente,448,"5,07 km2"
Sint-Pieters-Woluwe - Begraafplaats,599978,Bruxelles / Brussel,19.0,Sint-Pieters-Woluwe/Woluwe-Saint-Pierre (Dg),23166.0,Gebied,448,"5,58 ha"
Sint-Pieters-Woluwe - Parmentier Park/ Parc Parmentier - Sector32/Secteur32,251638,Bruxelles / Brussel,19.0,Sint-Pieters-Woluwe/Woluwe-Saint-Pierre (Dg),23166.0,Gebied,448,"78,85 ha"
Sint-Pieters-Woluwe - Woluwepark/Parc Du Woluwe - Sector31/Secteur31,251634,Bruxelles / Brussel,19.0,Sint-Pieters-Woluwe/Woluwe-Saint-Pierre (Dg),23166.0,Gebied,448,"74,82 ha"
Sint-Pieters-Woluwe - Zoniënwoud/Forêt de Soignes - Sector30/Secteur30,251637,Bruxelles / Brussel,19.0,Sint-Pieters-Woluwe/Woluwe-Saint-Pierre (Dg),23166.0,Gebied,448,"93,23 ha"
Sint-Pieters-Woluwe/Woluwe-Saint-Pierre - Château Blaton,251524,Bruxelles / Brussel,19.0,Sint-Pieters-Woluwe/Woluwe-Saint-Pierre (Dg),23166.0,Gebied,448,"9,61 ha"
Sint-Pieters-Woluwe/Woluwe-Saint-Pierre - Institut Bon Pasteur,72763,Bruxelles / Brussel,19.0,Sint-Pieters-Woluwe/Woluwe-Saint-Pierre (Dg),23166.0,Gebied,448,"12,57 ha"
Sint-Pieters-Woluwe/Woluwe-Saint-Pierre - Parc de Woluwe,72817,Bruxelles / Brussel,19.0,Sint-Pieters-Woluwe/Woluwe-Saint-Pierre (Dg),23166.0,Gebied,448,"71,03 ha"
Sint-Pieters-Woluwe/Woluwe-Saint-Pierre - Parc des étangs Mellaerts,72816,Bruxelles / Brussel,19.0,Sint-Pieters-Woluwe/Woluwe-Saint-Pierre (Dg),23166.0,Gebied,448,"9,74 ha"
Sint-Pieters-Woluwe/Woluwe-Saint-Pierre - Parc Parmentier,72815,Bruxelles / Brussel,19.0,Sint-Pieters-Woluwe/Woluwe-Saint-Pierre (Dg),23166.0,Gebied,448,"6,11 ha"
Sint-Pieters-Woluwe/Woluwe-Saint-Pierre (Dg),23166,Bruxelles / Brussel,19.0,Sint-Pieters-Woluwe/Woluwe-Saint-Pierre (Dg),23166.0,Gemeente,448,"8,97 km2"
Sint-Stevens-Woluwe - Begraafplaats,604751,Vlaams-Brabant,20.0,Zaventem,23268.0,Gebied,448,"1,28 ha"
Sint-Stevens-Woluwe (Dg),23269,Vlaams-Brabant,20.0,Zaventem,23268.0,Deelgemeente,448,"5,39 km2"
Sint-Truiden,23101,Limburg,14.0,—,,Gemeente,448,107 km2
Sint-Truiden - Achter Staaien,29691,Limburg,14.0,Sint-Truiden,23101.0,Gebied,448,"1,12 km2"
Sint-Truiden - Bernissem,131208,Limburg,14.0,Sint-Truiden,23101.0,Gebied,448,"91,59 ha"
Sint-Truiden - Mierehoopbos,189093,Limburg,14.0,Sint-Truiden,23101.0,Gebied,449,"1,38 km2"
Sint-Truiden - Op d'Hei,109597,Limburg,14.0,Sint-Truiden,23101.0,Gebied,449,"12,0 ha"
Sint-Truiden - Prov. Dom. Nieuwenhoven-Mielenbos,35252,Limburg,14.0,Sint-Truiden,23101.0,Gebied,449,"1,94 km2"
Sint-Truiden - Speelhof,29692,Limburg,14.0,Sint-Truiden,23101.0,Gebied,449,"55,73 ha"
Sint-Ulriks-Kapelle - Begraafplaats,604926,Vlaams-Brabant,20.0,Dilbeek,23239.0,Gebied,449,6.073 m2
Sint-Ulriks-Kapelle - Begraafplaats Don Bosco & broeders Christelijke Scholen,604928,Vlaams-Brabant,20.0,Dilbeek,23239.0,Gebied,449,2.018 m2
Sint-Ulriks-Kapelle - Kerkhof,604925,Vlaams-Brabant,20.0,Dilbeek,23239.0,Gebied,449,2.832 m2
Sint-Ulriks-Kapelle (Dg),27743,Vlaams-Brabant,20.0,Dilbeek,23239.0,Deelgemeente,449,"4,94 km2"
Sippenaeken,42261,Liège,22.0,Plombières (entité),43720.0,Deelgemeente,449,"5,0 km2"
Sirault,23910,Hainaut,23.0,Saint-Ghislain (entité),43835.0,Deelgemeente,449,"16,67 km2"
Site archéologique au sud de Vesqueville (Saint-Hubert),179375,Luxembourg,26.0,Saint-Hubert (entité),43939.0,Gebied,449,"8,6 ha"
"Site de captage Vivaqua ""Les Wartons"" (Mons)",180102,Hainaut,23.0,Mons (entité),43852.0,Gebied,449,"71,42 ha"
Sivry,42052,Hainaut,23.0,Sivry-Rance (entité),43927.0,Deelgemeente,449,"23,71 km2"
Sivry (Etang Du Mont Rosé),42966,Hainaut,23.0,Sivry-Rance (entité),43927.0,Gebied,449,"13,52 ha"
Sivry-Rance (entité),43927,Hainaut,23.0,—,,Gemeente,449,"73,46 km2"
Six-Planes,241304,Namur,24.0,Bièvre (entité),43947.0,Gebied,449,5.033 m2
Sleidinge - Langendam (2130A),30310,Oost-Vlaanderen,16.0,Evergem,24204.0,Gebied,449,"5,54 km2"
Sleidinge - Omgeving (2130),28738,Oost-Vlaanderen,16.0,Evergem,24204.0,Gebied,449,"18,4 km2"
Sleidinge - Oostveld (2130B),30309,Oost-Vlaanderen,16.0,Evergem,24204.0,Gebied,449,"5,24 km2"
Sleidinge - Putten (2130C),30307,Oost-Vlaanderen,16.0,Evergem,24204.0,Gebied,449,"4,93 km2"
Sleidinge - Veldhoek (2130D),30308,Oost-Vlaanderen,16.0,Evergem,24204.0,Gebied,449,"2,69 km2"
Sleidinge (Dg),27379,Oost-Vlaanderen,16.0,Evergem,24204.0,Deelgemeente,449,"20,77 km2"
SLH - Ri d'Howisse point noir,679192,Luxembourg,26.0,Tellin (entité),43938.0,Gebied,449,"8,63 ha"
SLH - Ri d'Howisse point noir,679193,Luxembourg,26.0,Tellin (entité),43938.0,Gebied,449,"8,63 ha"
Slijpe - Rattevalle,133006,West-Vlaanderen,15.0,Middelkerke,24020.0,Gebied,449,"37,64 ha"
Slijpe (Dg),27244,West-Vlaanderen,15.0,Mannekensvere (Dg),24023.0,Deelgemeente,450,"17,89 km2"
Slins,42175,Liège,22.0,Juprelle (entité),43729.0,Deelgemeente,450,"6,16 km2"
Sluizen - Kerkedries,29726,Limburg,14.0,Tongeren,23463.0,Gebied,450,"8,18 ha"
Sluizen (Dg),27669,Limburg,14.0,Tongeren,23463.0,Deelgemeente,450,"3,06 km2"
Smeerebbe / Vloerzegem - Reigerbos,247763,Oost-Vlaanderen,16.0,Geraardsbergen,24159.0,Gebied,450,"11,07 ha"
Smeerebbe-Vloerzegem - Boskouter,191208,Oost-Vlaanderen,16.0,Geraardsbergen,24159.0,Gebied,450,"1,45 km2"
Smeerebbe-Vloerzegem - Vijver Vanderschueren,191193,Oost-Vlaanderen,16.0,Geraardsbergen,24159.0,Gebied,450,"8,39 ha"
Smeerebbe-Vloerzegem (Dg),27525,Oost-Vlaanderen,16.0,Idegem (Dg),24160.0,Deelgemeente,450,"3,65 km2"
Smeermaas - spoorweg Maastrich-Lanaken N,191721,Limburg,14.0,Lanaken,23453.0,Gebied,450,"1,35 ha"
Smetlede - Omgeving,28395,Oost-Vlaanderen,16.0,Lede,24146.0,Gebied,450,"4,4 km2"
Smetlede - Oud Smetlede,28396,Oost-Vlaanderen,16.0,Lede,24146.0,Gebied,450,"2,76 km2"
Smetlede - Rampsande,28397,Oost-Vlaanderen,16.0,Lede,24146.0,Gebied,450,"1,63 km2"
Smetlede (Dg),27437,Oost-Vlaanderen,16.0,Lede,24146.0,Deelgemeente,450,"4,04 km2"
Smuid,42392,Luxembourg,26.0,Libin (entité),43943.0,Deelgemeente,450,"10,07 km2"
Snaaskerke - Kleiputten,32251,West-Vlaanderen,15.0,Gistel,24027.0,Gebied,450,"21,98 ha"
Snaaskerke - Polders Straatkreek,32247,West-Vlaanderen,15.0,Oudenburg,24026.0,Gebied,450,"2,44 km2"
Snaaskerke (Dg),27238,West-Vlaanderen,15.0,Gistel,24027.0,Deelgemeente,450,"8,63 km2"
Snellegem - Centrum (CSG),31795,West-Vlaanderen,15.0,Jabbeke,24029.0,Gebied,450,"30,91 ha"
Snellegem - De Bats (DBSG),28525,West-Vlaanderen,15.0,Jabbeke,24029.0,Gebied,450,"3,78 km2"
Snellegem (Dg),27237,West-Vlaanderen,15.0,Jabbeke,24029.0,Deelgemeente,450,"11,16 km2"
So Hé,73165,Liège,22.0,Bassenge (entité),43714.0,Gebied,450,"19,68 ha"
So Plinmont,241508,Luxembourg,26.0,Erezée (entité),43907.0,Gebied,450,4.506 m2
Soëster - La Rochette (réserve naturelle),252415,Liège,22.0,Trooz (entité),43810.0,Gebied,450,"58,52 ha"
Sofa (Vresse-sur-Semois),179231,Namur,24.0,Vresse-sur-Semois (entité),43951.0,Gebied,450,"6,78 ha"
Soheit-Tinlot,42144,Liège,22.0,Tinlot (entité),43855.0,Deelgemeente,450,"8,89 km2"
Soheit-Tinlot (Etang De Saint-Vitu),43075,Liège,22.0,Tinlot (entité),43855.0,Gebied,451,"1,13 ha"
Soheit-Tinlot (Etangs du Château d'Abée),43076,Liège,22.0,Tinlot (entité),43855.0,Gebied,451,"1,19 ha"
Sohier,42414,Luxembourg,26.0,Wellin (entité),43935.0,Deelgemeente,451,"20,56 km2"
Soignies,43493,Hainaut,23.0,Soignies (entité),43797.0,Deelgemeente,451,"22,89 km2"
Soignies (entité),43797,Hainaut,23.0,Soignies (entité),43797.0,Gemeente,451,111 km2
Soiron,241359,Liège,22.0,Pepinster (entité),43806.0,Gebied,451,7.965 m2
Soiron,23112,Liège,22.0,Pepinster (entité),43806.0,Deelgemeente,451,"4,3 km2"
Sol Fagne (réserve naturelle),72935,Luxembourg,26.0,Houffalize (entité),43921.0,Gebied,451,"1,06 km2"
Solre-Saint-Géry,41999,Hainaut,23.0,Beaumont (entité),43914.0,Deelgemeente,451,"17,59 km2"
Solre-Sur-Sambre,42018,Hainaut,23.0,Erquelinnes (entité),43906.0,Deelgemeente,451,"14,05 km2"
Solwaster,42762,Liège,22.0,Jalhay (entité),43809.0,Deelgemeente,451,"16,3 km2"
Sombreffe,44042,Namur,24.0,Sombreffe (entité),43828.0,Deelgemeente,451,"17,82 km2"
Sombreffe (entité),43828,Namur,24.0,Sombreffe (entité),43828.0,Gemeente,451,"35,88 km2"
Sombreffe (Etangs),43621,Namur,24.0,Sombreffe (entité),43828.0,Gebied,451,"20,16 ha"
Somme-Leuze,43610,Namur,24.0,Somme-Leuze (entité),43891.0,Deelgemeente,451,"15,27 km2"
Somme-Leuze (entité),43891,Namur,24.0,Somme-Leuze (entité),43891.0,Gemeente,451,"95,23 km2"
Sommethonne,42432,Luxembourg,26.0,Meix-devant-Virton (entité),43967.0,Deelgemeente,451,"8,76 km2"
Sommière,42501,Namur,24.0,Onhaye (entité),43912.0,Deelgemeente,451,"9,3 km2"
Somont,73102,Luxembourg,26.0,Hotton (entité),43910.0,Gebied,451,"3,56 ha"
Somzée,42694,Namur,24.0,Walcourt (entité),43909.0,Deelgemeente,451,"5,97 km2"
Sorée,42572,Namur,24.0,Gesves (entité),43869.0,Deelgemeente,451,"8,06 km2"
Sorée (Etangs),42989,Namur,24.0,Gesves (entité),43869.0,Gebied,451,"17,56 ha"
Sorinne-la-Longue,23669,Namur,24.0,Assesse (entité),43885.0,Deelgemeente,451,"4,72 km2"
Sorinnes,23688,Namur,24.0,Dinant (entité),43913.0,Deelgemeente,451,"18,12 km2"
Sosoye,42450,Namur,24.0,Anhée (entité),43903.0,Deelgemeente,451,"6,53 km2"
Sougné-Remouchamps,42153,Liège,22.0,Aywaille (entité),43842.0,Deelgemeente,452,"36,01 km2"
Soulme,42660,Namur,24.0,Doische (entité),43928.0,Deelgemeente,452,"6,92 km2"
Soulwez (réserve naturelle),687919,Namur,24.0,Philippeville (entité),43926.0,Gebied,452,"19,33 ha"
Soumagne,43538,Liège,22.0,Soumagne (entité),43774.0,Deelgemeente,452,"9,35 km2"
Soumagne (entité),43774,Liège,22.0,Soumagne (entité),43774.0,Gemeente,452,"27,23 km2"
Soumoy,42635,Namur,24.0,Cerfontaine (entité),43924.0,Deelgemeente,452,"6,3 km2"
Sourbrodt,42775,Liège,22.0,Waimes (entité),43819.0,Deelgemeente,452,"36,64 km2"
Source au Spineu,241513,Liège,22.0,Trois-Ponts (entité),43890.0,Gebied,452,523 m2
Source de la Lesse (Libin; Libramont-Chevigny),179566,Luxembourg,26.0,Libin (entité),43943.0,Gebied,452,"30,7 ha"
Source du ruisseau de Gouverni (Tenneville),179378,Luxembourg,26.0,Tenneville (entité),43931.0,Gebied,452,"44,32 ha"
Source du ruisseau de Hévurzé (Tenneville),179386,Luxembourg,26.0,La Roche-en-Ardenne (entité),43925.0,Gebied,452,"62,54 ha"
Sources au nord de Chabrehez (Houffalize),179737,Luxembourg,26.0,Houffalize (entité),43921.0,Gebied,452,"27,33 ha"
Sources au sud de Chabrehez (Houffalize; La Roche-en-Ardenne),179736,Luxembourg,26.0,Houffalize (entité),43921.0,Gebied,452,"7,57 ha"
Sources de la Doneuse (Saint-Hubert),179923,Luxembourg,26.0,Saint-Hubert (entité),43939.0,Gebied,452,"25,96 ha"
Sources de la Dyle - N2000,704659,Brabant Wallon,25.0,Court-Saint-Etienne (entité),43782.0,Gebied,452,"7,28 km2"
Sources de la Hante - N2000,713780,Hainaut,23.0,Cerfontaine (entité),43924.0,Gebied,452,"5,7 km2"
Sources de la Lienne - N2000,704498,Luxembourg,26.0,Lierneux (entité),43899.0,Gebied,452,"2,0 km2"
Sources de la Lomme à Bras-Haut (Libramont-Chevigny),179940,Luxembourg,26.0,Libramont-Chevigny (entité),43945.0,Gebied,452,"12,09 ha"
Sources de la Warchenne - N2000,703622,Liège,22.0,Waimes (entité),43819.0,Gebied,452,"17,23 ha"
Sources de la Woltz (Gouvy),179739,Luxembourg,26.0,Gouvy (entité),43916.0,Gebied,452,"54,85 ha"
Sources de l'Amblève - N2000,704408,Liège,22.0,Amel / Amblève (entité),43886.0,Gebied,452,"55,21 ha"
Sources de l'Orne (Gembloux),179993,Namur,24.0,Gembloux (entité),43807.0,Gebied,452,"22,73 ha"
Sources de l'Our et de l'Ensebach - N2000,704411,Liège,22.0,Büllingen (entité),43850.0,Gebied,452,"3,18 km2"
Sources du Bellemeuse (réserve naturelle),108356,Luxembourg,26.0,La Roche-en-Ardenne (entité),43925.0,Gebied,452,"44,51 ha"
Sources du Geer - N2000,713787,Liège,22.0,Geer (entité),43761.0,Gebied,452,"42,38 ha"
Sources du Geer à Lens-Saint-Remy (Hannut),179998,Liège,22.0,Hannut (entité),43750.0,Gebied,453,"14,54 ha"
Sources du Poncia et argilière de Grand-Manil (Gembloux),179931,Namur,24.0,Gembloux (entité),43807.0,Gebied,453,"16,2 ha"
Sources du Ruisseau de Burhé (Gedinne),180111,Namur,24.0,Gedinne (entité),43942.0,Gebied,453,"77,51 ha"
Sources du Ruisseau de la Bovire au sud d'Isle-les-Prés (Bastogne),179722,Luxembourg,26.0,Bastogne (entité),43934.0,Gebied,453,"6,93 ha"
Sources du Ruisseau de la Grone (Tenneville),179549,Luxembourg,26.0,Tenneville (entité),43931.0,Gebied,453,"5,33 ha"
Sources du Ruisseau de Tavigny - N2000,704519,Luxembourg,26.0,Bastogne (entité),43934.0,Gebied,453,"2,56 km2"
Sources du Ruisseau des Vieilles Roches (Léglise),179587,Luxembourg,26.0,Léglise (entité),43953.0,Gebied,453,"15,85 ha"
Sources du Ruisseau d'Ospau (Neufchâteau),179598,Luxembourg,26.0,Neufchâteau (entité),43952.0,Gebied,453,"7,57 ha"
Sources du Ruisseau du Baileu (Tenneville) - Site privé !,179405,Luxembourg,26.0,Tenneville (entité),43931.0,Gebied,453,"19,19 ha"
Sources tourbeuses du ruisseau de Rouge Fontaine (Tenneville),179380,Luxembourg,26.0,Tenneville (entité),43931.0,Gebied,453,"28,78 ha"
Sourd d'Ave (Rochefort),179902,Namur,24.0,Rochefort (entité),43923.0,Gebied,453,"13,55 ha"
Sous-la-Ville (Floreffe),675188,Namur,24.0,Floreffe (entité),43864.0,Gebied,453,"15,28 ha"
Souterrains de Philippeville (Philippeville),180105,Namur,24.0,Philippeville (entité),43926.0,Gebied,453,"37,33 ha"
